gene_id	Ro	Le	Fl
Aco000001	425.356	379.86699999999996	380.272
Aco000002	97.0152	52.8687	56.0615
Aco000003	6.18318	3.67499	3.3262199999999997
Aco000005	0.0	0.0	0.0
Aco000006	0.0	0.0	0.0
Aco000007	14.613	3.5646400000000003	4.73496
Aco000008	0.0	0.0	0.0
Aco000009	0.0	0.0	0.0
Aco000010	0.0	0.0	0.0
Aco000011	1.9389599999999998	9.15977	9.73438
Aco000012	11.1821	5.87464	7.16212
Aco000013	0.49374700000000005	0.0	0.0
Aco000014	50.8457	0.6945640000000001	0.570286
Aco000015	12.8205	29.7871	33.5045
Aco000017	20.3473	13.9788	15.9302
Aco000018	12.7465	15.4333	19.0958
Aco000020	0.0	0.0	0.0
Aco000023	214.53400000000002	16.2387	16.6363
Aco000024	21.9598	0.0	0.287247
Aco000025	5.45403	8.31258	13.3262
Aco000026	5.57257	19.0144	14.629000000000001
Aco000027	24.4071	7.435169999999999	9.41593
Aco000028	0.0	0.0	0.0
Aco000030	1.72928	10.1748	8.19024
Aco000031	6.40864	202.205	196.22299999999998
Aco000032	6.7024	31.1534	28.3479
Aco000033	32.1573	19.250999999999998	20.9513
Aco000034	0.312913	28.0602	23.7538
Aco000035	0.0429357	5.4725	4.9985800000000005
Aco000036	0.0	0.0	0.0
Aco000037	36.9599	15.6507	16.4733
Aco000039	37.155	51.2747	49.523
Aco000040	0.804797	2.76958	3.24842
Aco000041	28.2052	29.5071	30.2957
Aco000042	0.0	0.0	0.0458733
Aco000043	3.38723	15.505999999999998	0.0
Aco000044	8.895	6.55318	6.953189999999999
Aco000045	31.2726	20.0685	14.8145
Aco000046	0.330046	0.0	0.54602
Aco000047	0.0	0.0	0.0664099
Aco000048	0.0	0.0	0.0
Aco000049	47.5573	15.5072	16.9991
Aco000050	5.64205	3.5060300000000004	3.9193300000000004
Aco000051	9.75287	2.94591	1.8790900000000001
Aco000052	0.6136739999999999	0.321035	0.544851
Aco000054	0.0	2.64767	1.64267
Aco000055	2.2782299999999998	16.6907	19.2767
Aco000056	0.0	0.0	0.193857
Aco000057	1.1784299999999999	1.31065	1.7361799999999998
Aco000058	12.8347	7.96748	9.709389999999999
Aco000059	0.0	0.0	0.0
Aco000060	0.0	0.0	0.0
Aco000061	27.1599	26.0333	24.2002
Aco000062	0.0	0.0	0.0
Aco000063	39.4227	25.9167	24.6675
Aco000064	0.0	0.0	0.0
Aco000065	0.0	0.0	0.0
Aco000066	19.8961	15.8887	15.1126
Aco000067	33.218	95.5409	93.9469
Aco000068	4.82238	11.6889	19.4123
Aco000069	40.99100000000001	29.1616	27.0048
Aco000070	61.7122	49.7991	45.8665
Aco000071	17.8097	60.6982	56.9164
Aco000072	7.8030100000000004	5.2247900000000005	5.5665
Aco000073	2.30678	17.6791	14.9525
Aco000074	2.28035	7.74137	6.11627
Aco000075	5.13995	7.489260000000001	7.33295
Aco000076	0.829175	0.0	0.37832
Aco000077	0.286326	0.508851	0.307728
Aco000078	6.6844	0.0	0.0
Aco000079	0.224431	0.0	0.0
Aco000080	2.39364	0.09720880000000001	0.0606575
Aco000081	71.7611	62.2202	55.0243
Aco000082	17.97	42.6853	44.8323
Aco000083	9.06672	0.0	0.0
Aco000084	7.776339999999999	20.2119	21.0626
Aco000085	479.972	543.482	511.74699999999996
Aco000086	0.9280430000000001	0.0	0.0
Aco000087	67.4419	77.827	75.0709
Aco000088	28.9501	27.3543	26.5102
Aco000089	2.5114	2.2219599999999997	2.516
Aco000090	16.4282	11.331	11.9412
Aco000091	3.3967099999999997	6.39806	7.43265
Aco000092	26.7886	27.0699	28.0175
Aco000093	0.0	0.0	0.0
Aco000094	0.06806060000000001	0.722712	0.600742
Aco000095	36.0354	69.3754	68.2861
Aco000096	1.06332	1.8436	1.3928200000000002
Aco000097	83.5274	40.6082	40.2332
Aco000098	17.4215	0.0	4.38963
Aco000099	28.377	29.548000000000002	34.0307
Aco000100	9.78037	0.371573	0.11213
Aco000101	15.6495	580.445	617.055
Aco000102	7.8981	28.3703	29.5781
Aco000103	44.7653	38.3985	37.6167
Aco000104	5.37971	28.4281	26.1303
Aco000105	47.698	144.14	143.514
Aco000106	20.0543	20.5408	19.2371
Aco000107	0.0	0.0	0.0
Aco000108	6.05366	1.13296	1.29752
Aco000109	0.0	0.0	0.0
Aco000110	61.6751	60.7539	54.6891
Aco000111	29.663	17.83	19.5898
Aco000112	12.9927	14.0534	13.7529
Aco000113	53.8885	40.9546	41.7627
Aco000114	21.469	27.1014	26.4192
Aco000115	264.246	251.688	236.579
Aco000118	14.593	42.4843	43.1509
Aco000119	19.6391	34.7289	27.1672
Aco000120	2.09878	1.0919299999999998	1.15487
Aco000121	50.1019	61.1013	61.794
Aco000122	10.3784	0.0	0.0
Aco000123	3.13502	11.2598	7.73527
Aco000124	56.0725	24.7275	22.980999999999998
Aco000125	10.8384	16.5117	13.9188
Aco000126	0.0	0.0	0.0
Aco000127	0.363662	4.16063	4.12804
Aco000128	36.9901	18.7797	19.9469
Aco000129	12.5246	19.8126	20.8879
Aco000130	28.6056	13.796	14.8859
Aco000131	50.0857	21.1693	23.3846
Aco000132	17.9016	8.67255	9.57202
Aco000133	19.0616	106.664	108.006
Aco000134	32.76	10.0762	10.1761
Aco000135	0.273282	0.0	0.129295
Aco000136	2.9388099999999997	101.175	95.9814
Aco000137	141.469	103.4	99.6548
Aco000138	1.7651700000000001	2.38347	2.17436
Aco000139	26.4127	13.9617	14.2806
Aco000140	106.166	117.50399999999999	116.414
Aco000141	0.0358874	13.7459	17.7689
Aco000142	18.3344	13.470999999999998	12.854000000000001
Aco000143	195.291	247.585	227.139
Aco000144	18.5029	37.9264	34.7729
Aco000145	14.477	27.108	22.3093
Aco000146	1.0056200000000002	25.9936	31.0981
Aco000147	70.987	1.40924	2.14453
Aco000148	7.2064699999999995	0.454042	0.586892
Aco000149	3.02609	0.160422	0.162824
Aco000150	194.93	173.96400000000003	163.84900000000002
Aco000151	29.3218	19.7176	17.9971
Aco000152	19.6224	19.7086	15.3723
Aco000153	0.7976810000000001	0.42027299999999995	0.324344
Aco000154	13.4341	14.3241	15.4014
Aco000155	28.9316	30.6436	29.6232
Aco000156	29.0395	25.5928	25.936
Aco000157	13.1298	13.3012	13.1221
Aco000158	12.6619	2.78867	3.69659
Aco000159	104.779	97.5888	89.5763
Aco000160	20.8548	25.9633	23.585
Aco000161	14.5006	6.8704600000000005	5.82751
Aco000163	0.0	0.0	0.0
Aco000164	103.414	80.3925	70.8054
Aco000165	22.0401	37.772	40.9891
Aco000166	14.7681	25.6846	24.9974
Aco000167	1.56025	0.20368	0.618581
Aco000168	2.76361	3.90401	3.18899
Aco000169	0.960239	1.0754700000000001	1.61742
Aco000170	10.9207	5.5595099999999995	5.69345
Aco000171	45.2695	60.2213	61.16
Aco000172	35.0087	46.5252	40.1285
Aco000173	38.0492	16.3606	17.6023
Aco000174	26.8	38.3908	39.5439
Aco000175	1.52441	38.4819	32.8084
Aco000176	18.1162	16.2993	17.0054
Aco000177	0.919934	0.30615	0.171164
Aco000178	56.9057	84.93	88.0841
Aco000179	50.4439	0.0	0.0
Aco000180	26.2344	43.1231	47.8957
Aco000181	2.10412	3.9353599999999997	3.7319
Aco000182	30.9516	20.8404	19.3141
Aco000183	18.0588	24.8894	27.8435
Aco000184	2.02052	2.48921	1.9380000000000002
Aco000185	19.0998	8.87452	10.5421
Aco000186	6.72565	22.7004	23.0557
Aco000187	72.3466	86.4046	79.5616
Aco000188	98.6953	4.30585	4.30161
Aco000189	21.7935	4.77126	3.63153
Aco000190	26.9044	32.0307	32.2756
Aco000191	79.7767	52.4146	40.2334
Aco000192	0.801049	114.522	125.71700000000001
Aco000194	5.00293	4.09205	2.97581
Aco000195	3.5309699999999995	4.44897	6.19263
Aco000196	16.9774	3.80754	2.5384900000000004
Aco000197	35.3973	74.1556	76.9965
Aco000198	18.6076	7.076339999999999	7.35355
Aco000199	12.2701	22.5145	23.4659
Aco000200	9.50681	7.20786	6.96248
Aco000201	2.02485	4.38172	3.43931
Aco000202	9.31598	7.8673	6.307930000000001
Aco000203	37.4199	45.6899	50.8249
Aco000204	37.2155	34.4721	31.2203
Aco000205	0.0	20.511	14.6204
Aco000206	4.25021	4.25972	4.29052
Aco000207	30.0475	82.8455	80.71600000000001
Aco000208	5.52884	0.527751	1.85285
Aco000209	3.26614	167.66299999999998	183.09099999999998
Aco000210	123.212	224.34900000000002	209.738
Aco000211	109.679	115.728	116.744
Aco000212	1.7661200000000001	15.2615	15.0915
Aco000213	1.44159	0.37696399999999997	1.66845
Aco000214	53.0203	128.909	125.165
Aco000215	4.3181199999999995	7.76935	8.67025
Aco000216	2.5177099999999997	0.469418	0.0
Aco000217	20.3612	17.1673	19.0143
Aco000218	0.353858	0.288558	0.0
Aco000219	16.7648	5.0894	5.0414900000000005
Aco000220	1.32657	1.33623	0.5885229999999999
Aco000221	2.4071599999999997	0.939102	0.691292
Aco000222	5.8036900000000005	0.0672823	0.101216
Aco000223	0.0	0.0	0.0
Aco000224	0.0	0.0	0.0
Aco000225	0.0	0.0	0.0
Aco000226	8.901819999999999	4.08488	4.0942099999999995
Aco000227	0.0	0.0	0.0
Aco000228	10.5892	15.8818	17.4535
Aco000229	0.895733	1.85345	1.2254399999999999
Aco000230	7.402480000000001	5.4454	5.23618
Aco000231	0.408379	0.0	0.232776
Aco000232	33.7837	11.9443	8.32682
Aco000233	125.76799999999999	118.307	109.171
Aco000234	75.085	50.2199	50.7106
Aco000235	0.557551	0.724775	0.950067
Aco000236	16.467	8.896510000000001	11.1193
Aco000237	4.04953	1.03201	0.854506
Aco000238	0.27536700000000003	0.0	0.0
Aco000239	13.7117	25.3711	23.7828
Aco000240	15.2112	17.7787	17.0215
Aco000241	4.10743	11.675999999999998	19.2936
Aco000242	37.1837	29.3306	23.7308
Aco000243	87.1755	94.4832	77.6869
Aco000244	0.079038	0.14008299999999999	1.23234
Aco000245	23.968000000000004	54.7432	61.7011
Aco000246	1.6541299999999999	5.70275	5.74015
Aco000247	10.7675	22.6674	15.9866
Aco000248	1.6606900000000002	4.70836	1.3242200000000002
Aco000249	0.0	5.89428	4.1413400000000005
Aco000250	15.5768	41.3704	41.075
Aco000251	12.0415	5.869669999999999	6.8339
Aco000252	3.9429	16.0386	15.0234
Aco000253	0.186175	0.268466	0.144036
Aco000254	0.0	26.0246	24.436
Aco000255	181.58900000000003	276.918	270.214
Aco000256	10.3028	14.8593	15.1256
Aco000257	0.6898529999999999	0.0	0.390065
Aco000258	1.3525399999999999	9.42169	9.86179
Aco000259	17.84	17.2866	18.0575
Aco000260	0.504691	0.244919	0.797866
Aco000261	9.40322	12.3857	11.6701
Aco000262	36.9565	33.2573	37.3129
Aco000263	0.0528644	22.158	23.5347
Aco000264	135.803	145.882	150.77100000000002
Aco000265	9.46851	18.2849	20.0882
Aco000266	11.3392	10.1203	10.214
Aco000267	29.011999999999997	26.0336	26.5342
Aco000268	86.1456	93.5205	92.4158
Aco000269	15.7578	22.3049	16.0536
Aco000270	1.7846400000000002	0.12480699999999999	0.08016000000000001
Aco000271	3.0703	0.6919109999999999	0.42443500000000006
Aco000272	18.8604	2.9799599999999997	1.788
Aco000273	13.2645	84.0549	76.3964
Aco000274	22.616	52.6629	51.3229
Aco000275	33.2054	9.028939999999999	7.53844
Aco000276	0.0	0.0	0.0456293
Aco000277	9.41306	2.33529	2.74966
Aco000278	0.0	0.0	0.0
Aco000280	0.263046	0.0	0.0
Aco000281	8.59794	3.64655	3.3938800000000002
Aco000282	57.0922	44.007	37.0775
Aco000283	1.26671	1.8395099999999998	1.94687
Aco000284	12.513	55.2519	56.2156
Aco000285	0.0493221	0.0	0.0
Aco000286	4.78669	66.465	66.2245
Aco000287	27.4301	13.7434	14.8353
Aco000288	2.9528	4.27574	2.25485
Aco000289	4.30428	20.4101	18.3633
Aco000290	1.3423200000000002	2.3167	2.4892
Aco000291	39.6859	18.8887	19.8992
Aco000292	2.94417	0.285794	0.411077
Aco000293	7.26963	2.1463799999999997	2.89756
Aco000294	4.8796800000000005	2.46463	2.9687099999999997
Aco000295	6.62622	1.0702399999999999	0.909776
Aco000296	18.0796	37.6221	37.0707
Aco000297	0.0	0.0	0.0
Aco000298	89.40100000000001	28.9991	30.0279
Aco000299	65.0043	132.423	129.789
Aco000300	76.2628	143.87	139.866
Aco000301	0.0536134	33.3077	35.0573
Aco000302	3.0443	4.66092	4.68564
Aco000303	16.9846	28.366999999999997	25.6598
Aco000304	10.5006	8.08336	8.0289
Aco000305	13.6766	24.2696	22.9393
Aco000306	16.4015	25.9605	25.5418
Aco000307	0.294761	0.0	0.0
Aco000308	26.1105	4.62306	2.27699
Aco000309	5.6008	10.1133	10.3613
Aco000310	0.0	0.0	3.7041699999999995
Aco000311	18.9695	10.5569	10.7821
Aco000312	5.09738	29.4081	18.4351
Aco000313	30.9924	20.3605	20.5689
Aco000314	10.2864	2.02283	2.23865
Aco000315	23.3121	5.28139	4.40002
Aco000316	52.8943	63.33	61.7441
Aco000317	0.589341	19.5932	22.978
Aco000318	2.2355	3.8641900000000002	5.24299
Aco000319	19.9751	22.7984	19.0622
Aco000320	0.0	0.0	0.0
Aco000321	5.80417	4.36419	4.4929
Aco000322	14.5822	30.8238	32.4044
Aco000323	34.3226	47.9378	53.7051
Aco000324	0.9899469999999999	1.7887400000000002	1.50983
Aco000325	0.181302	0.0	0.0
Aco000326	0.0	0.0	0.0
Aco000327	13.1669	0.0	0.05153340000000001
Aco000328	18.1978	18.9066	15.0433
Aco000329	12.5957	4.86989	3.2121
Aco000330	5.45274	10.2187	7.464189999999999
Aco000331	36.5939	14.3521	11.0714
Aco000332	33.8458	15.3131	13.0576
Aco000333	72.1079	93.0514	105.516
Aco000334	13.349	16.6376	17.0456
Aco000335	8.89392	4.46994	3.16091
Aco000336	10.1477	13.1625	14.6364
Aco000337	17.7248	172.375	177.96599999999998
Aco000338	25.2642	40.8014	42.4433
Aco000339	9.69181	18.0574	16.7869
Aco000340	28.8481	6.281540000000001	7.70402
Aco000341	49.9247	62.2446	57.8522
Aco000342	31.3854	64.8319	68.1741
Aco000343	36.4521	15.7226	19.2594
Aco000344	14.3193	19.1849	19.0744
Aco000345	7.8419	13.9223	13.2801
Aco000346	2.01459	5.69487	0.0
Aco000347	1.02131	3.85355	1.5273700000000001
Aco000348	8.26189	7.52517	7.181039999999999
Aco000349	26.6611	66.2454	64.0259
Aco000350	7.915610000000001	4.82287	6.336469999999999
Aco000351	42.6907	56.6107	66.4494
Aco000352	91.523	169.597	170.755
Aco000353	10.0186	8.30711	7.83369
Aco000354	1.9908	0.126838	0.104701
Aco000355	13.5817	19.6971	18.8514
Aco000356	53.9236	30.0563	29.0893
Aco000357	14.7325	107.822	86.4948
Aco000358	2.22316	0.107573	0.378619
Aco000359	2.53205	133.14700000000002	115.595
Aco000360	19.5196	109.927	103.772
Aco000361	96.7419	0.319168	0.673936
Aco000362	0.0	0.0	0.0
Aco000363	29.6424	22.191999999999997	19.1009
Aco000364	0.820931	0.26902600000000004	0.072384
Aco000366	0.0	0.0	0.361485
Aco000367	15.9131	15.9245	12.2121
Aco000368	88.5798	164.283	156.345
Aco000369	24.915	48.7212	41.6273
Aco000370	0.708752	2.09835	1.6881700000000002
Aco000371	4.54245	3.51853	3.4853699999999996
Aco000372	1.6052899999999999	0.0	0.0
Aco000373	18.0576	7.225969999999999	0.0
Aco000374	0.13539	0.20086600000000002	0.453556
Aco000375	0.42096000000000006	3.7254400000000003	4.45185
Aco000376	36.0205	46.7496	46.9382
Aco000377	11.0581	13.5875	13.8439
Aco000378	14.1572	21.1267	20.0962
Aco000379	4.61774	0.0	0.0
Aco000380	42.0952	18.0887	16.4155
Aco000381	0.250616	0.0	0.0
Aco000382	24.3664	85.8629	79.0869
Aco000383	24.1696	18.4526	20.2503
Aco000384	4.5599	59.8497	47.0043
Aco000385	1.905	2.2755099999999997	2.26412
Aco000386	6.7511600000000005	0.14943	0.114625
Aco000387	5.80644	75.2365	76.6663
Aco000388	87.1352	51.8196	48.0111
Aco000389	18.5964	12.0309	11.5432
Aco000390	0.5322060000000001	0.22832199999999997	0.177137
Aco000391	17.8301	26.1301	25.7927
Aco000392	13.0769	16.000999999999998	17.3122
Aco000393	0.8319540000000001	0.808577	0.8630979999999999
Aco000394	0.0325578	0.0	0.0
Aco000395	316.41700000000003	199.657	174.87
Aco000396	6.379569999999999	223.817	244.813
Aco000397	7.145589999999999	0.0	0.0781526
Aco000398	4.14222	330.691	318.972
Aco000399	22.5354	23.8292	22.1858
Aco000400	0.0	0.0	0.0
Aco000401	0.25627	2.1221	2.1538
Aco000402	24.809	30.4779	27.0284
Aco000403	9.035839999999999	9.15152	10.4948
Aco000404	22.004	23.7316	21.7333
Aco000405	118.462	71.4285	69.4497
Aco000406	27.6649	15.1818	16.8152
Aco000407	10.7416	9.02117	8.76843
Aco000408	3.56009	3.31158	5.23338
Aco000409	0.983916	21.6343	17.2914
Aco000410	222.39700000000002	242.517	222.8
Aco000411	61.2219	28.3297	23.953000000000003
Aco000412	0.0	0.0	0.8243969999999999
Aco000413	85.5581	43.3149	44.6597
Aco000414	7.06312	1.4998200000000002	1.37965
Aco000415	89.719	153.523	146.843
Aco000416	8.155619999999999	13.8895	13.6563
Aco000417	19.8235	27.9089	24.0704
Aco000418	5.72994	56.1242	57.4266
Aco000419	46.465	84.5521	79.9475
Aco000420	0.0	8.45926	9.990219999999999
Aco000421	0.0	1.66028	1.1906299999999999
Aco000422	46.1832	21.1783	19.1053
Aco000423	11.0721	4.98069	5.0403400000000005
Aco000424	48.4615	7.06073	5.91209
Aco000425	0.6021270000000001	5.12458	4.97918
Aco000426	125.434	107.45700000000001	112.56
Aco000427	11.908	7.2963	4.41518
Aco000428	8.54214	18.9629	18.6889
Aco000429	0.030061900000000003	11.7756	11.8395
Aco000430	26.654	37.5558	36.2453
Aco000431	16.6148	0.28931799999999996	0.179849
Aco000432	9.33991	7.7781899999999995	8.124260000000001
Aco000433	67.5331	46.5489	44.7603
Aco000434	158.16899999999998	154.334	140.567
Aco000435	9.879760000000001	9.38294	10.1451
Aco000436	8.71578	0.0	0.0417236
Aco000437	12.4201	4.2435	4.24288
Aco000438	0.735789	8.36135	7.49437
Aco000439	1.9175900000000001	3.1736400000000002	2.07178
Aco000440	0.878942	2.03017	0.44000100000000003
Aco000441	27.2453	21.2887	25.0121
Aco000442	38.4411	0.0	0.0
Aco000443	47.7677	136.66	146.256
Aco000444	20.1531	4.76314	4.47716
Aco000445	127.77600000000001	171.21200000000002	168.33599999999998
Aco000446	0.521936	0.5648770000000001	0.65223
Aco000447	31.0335	14.2155	17.372
Aco000448	3.47698	1.99649	2.06374
Aco000449	0.0	0.0	0.0
Aco000450	0.0	0.0	0.0
Aco000451	1.70317	7.40936	9.46645
Aco000452	0.775513	7.73515	7.68393
Aco000453	0.014879900000000001	0.0	0.221054
Aco000454	0.0	0.0	0.0
Aco000455	29.9314	34.0331	34.2183
Aco000456	17.2185	18.4373	16.8682
Aco000457	1.67003	106.757	92.7261
Aco000458	11.4398	6.84163	6.41505
Aco000459	10.0077	0.199482	0.19802
Aco000460	0.45451400000000003	0.622355	0.5476479999999999
Aco000461	0.9704860000000001	0.0	0.0
Aco000462	21.2684	33.638000000000005	30.0231
Aco000463	56.456	103.725	71.7825
Aco000464	222.49	181.865	164.264
Aco000465	0.0561678	0.0	0.0
Aco000466	22.3065	0.28889899999999996	0.0
Aco000467	26.0839	42.0971	39.2497
Aco000468	0.279303	1.8994099999999998	1.48817
Aco000469	4.41585	20.7173	18.227999999999998
Aco000470	22.6611	67.6621	69.191
Aco000471	10.2213	1.9738799999999999	2.41859
Aco000472	4.72347	17.6813	15.9773
Aco000473	22.2004	47.948	43.085
Aco000474	32.6028	23.2495	18.5958
Aco000475	527.495	307.884	280.182
Aco000476	12.5001	10.5849	11.6468
Aco000477	61.4588	80.686	74.0079
Aco000478	38.2226	63.5212	52.5784
Aco000479	22.1638	0.95567	2.18692
Aco000480	51.2846	41.5411	42.4677
Aco000481	30.9894	36.1751	30.5904
Aco000482	2.1303	169.563	142.149
Aco000483	10.4324	1.1380299999999999	0.719328
Aco000484	33.8831	54.2959	49.8001
Aco000485	53.2351	62.6443	72.5472
Aco000486	37.7658	112.522	109.427
Aco000487	12.1579	27.4803	24.8314
Aco000488	182.03400000000002	146.542	132.997
Aco000489	30.5728	36.164	36.0377
Aco000490	6.21197	0.0	0.111526
Aco000491	12.1003	1.40311	1.02745
Aco000492	0.0	0.0	0.0
Aco000493	50.8623	61.4014	64.4751
Aco000495	11.4774	15.0206	15.7074
Aco000496	190.05599999999998	414.08	421.94599999999997
Aco000497	35.1381	9.98105	9.60154
Aco000498	47.9045	82.7028	77.9106
Aco000499	0.0	0.0	0.0
Aco000500	7.10906	11.3192	10.7679
Aco000501	8.14424	10.4126	13.4091
Aco000502	0.0	0.0	0.0
Aco000503	1.60788	1.6505900000000002	1.42267
Aco000504	10.0241	7.70357	8.52815
Aco000505	0.487217	2.6031	5.16788
Aco000506	0.0	0.0	0.0
Aco000507	0.0	0.0	0.0
Aco000508	5.66862	3.25945	3.18418
Aco000509	21.7094	52.7417	56.1711
Aco000510	8.16141	3.3869599999999997	3.65405
Aco000511	0.32564499999999996	0.769271	0.237183
Aco000512	0.7514310000000001	1.0054100000000001	0.5671350000000001
Aco000513	68.4948	81.2532	81.7637
Aco000514	2.2532799999999997	0.698997	0.769357
Aco000515	0.0211425	0.0	0.0667164
Aco000516	0.874542	0.0977317	0.8441799999999999
Aco000517	1.18791	166.502	163.653
Aco000518	7.51158	1.11994	0.24505500000000002
Aco000519	23.099	17.3807	16.7645
Aco000520	0.199633	1.8198599999999998	1.3881700000000001
Aco000521	0.15070699999999998	3.82277	4.33632
Aco000522	5.75657	2.63098	2.93802
Aco000523	36.525999999999996	3.09456	2.41594
Aco000524	173.787	234.21900000000002	232.701
Aco000525	73.8335	186.171	188.257
Aco000526	0.0	11.5818	12.6016
Aco000527	3.93224	3.3320199999999995	3.20893
Aco000528	0.0	1.99445	0.69094
Aco000529	0.040502300000000005	149.421	163.624
Aco000530	92.8854	28.0183	27.8173
Aco000531	219.176	424.31199999999995	416.434
Aco000532	87.5859	50.8986	45.5174
Aco000533	0.0	0.0	0.0
Aco000534	48.4995	63.9288	64.8311
Aco000535	0.0	0.0	0.0
Aco000536	96.4737	0.0	0.0
Aco000537	0.0	0.0	1.01339
Aco000539	15.886	19.2429	20.012
Aco000540	173.715	151.852	138.405
Aco000542	0.0357574	3.7728599999999997	3.4796699999999996
Aco000543	14.6228	10.4548	11.7133
Aco000544	0.0	0.0	0.0
Aco000545	19.9284	15.3822	14.445
Aco000546	14.32	26.7391	26.7455
Aco000547	4.47359	1.2441200000000001	1.7452599999999998
Aco000548	55.8611	49.571999999999996	50.8739
Aco000549	3.3527199999999997	0.113748	0.054567599999999994
Aco000550	26.0866	29.0191	27.0691
Aco000551	0.0	0.25505900000000004	0.5368149999999999
Aco000552	29.0602	26.8851	29.476999999999997
Aco000553	13.8881	8.59703	8.53151
Aco000554	4.83403	5.80045	4.922969999999999
Aco000555	93.4958	64.8771	72.058
Aco000556	8.28262	8.61345	8.2195
Aco000557	50.4083	66.0593	67.3885
Aco000558	0.405507	0.390932	0.0
Aco000559	3.39649	21.6766	23.232
Aco000560	72.6359	33.5733	35.5109
Aco000561	10.4895	10.2657	10.0326
Aco000562	1.34071	2.07485	2.2445
Aco000563	14.6377	14.7701	14.8442
Aco000564	0.0	0.0	7.884360000000001
Aco000565	72.222	66.8826	69.1157
Aco000566	56.0988	15.3391	17.4604
Aco000567	1.36734	0.737275	0.701624
Aco000568	28.5755	0.0	0.118246
Aco000569	30.9491	0.0	0.125377
Aco000570	80.2755	0.0	0.0456898
Aco000571	176.451	133.055	122.78
Aco000572	24.0209	14.2077	15.9156
Aco000573	0.0	37.5689	39.7545
Aco000574	0.38910900000000004	4411.33	3764.37
Aco000575	4.6363	1.53736	0.8756889999999999
Aco000576	4.2057400000000005	12.2564	4.7878300000000005
Aco000577	0.305888	0.23734499999999997	0.0
Aco000578	8.64955	4.49748	5.49514
Aco000579	45.507	20.3175	26.1835
Aco000580	0.220764	0.0880165	0.17565
Aco000581	57.3737	63.65	65.1825
Aco000582	9.4179	0.202825	0.0
Aco000583	13.1618	13.8815	12.6541
Aco000584	136.8	219.951	220.675
Aco000585	68.3936	53.5242	60.7951
Aco000586	93.4657	15.5323	18.0911
Aco000587	44.5442	30.7928	28.4736
Aco000588	10.9564	1.67945	2.18518
Aco000589	276.914	218.52599999999998	200.512
Aco000590	9.46973	4.650530000000001	5.48315
Aco000591	3.17484	58.4971	60.0709
Aco000592	52.0322	120.318	115.948
Aco000593	56.8953	39.9884	41.3187
Aco000595	10.7505	11.9618	13.5649
Aco000596	38.5217	25.9378	28.6417
Aco000597	1.66218	0.387403	0.336512
Aco000598	12.6641	3.6452199999999997	5.45812
Aco000599	5.97114	5.94906	5.27045
Aco000600	568.031	330.02	299.534
Aco000601	0.685516	0.0	0.0
Aco000602	146.259	80.1591	79.718
Aco000603	8.28373	1.18685	1.0321200000000001
Aco000604	0.0	0.0	0.0
Aco000605	1.15241	0.0	0.0
Aco000606	29.5221	51.6998	51.222
Aco000607	100.595	293.348	245.75400000000002
Aco000608	2.20102	1.07034	1.33007
Aco000609	42.49	24.9613	26.9812
Aco000610	17.4809	12.0726	10.4468
Aco000611	6.2302	6.27935	6.04599
Aco000612	66.2138	509.842	559.266
Aco000613	3.56311	0.5579270000000001	0.597801
Aco000614	0.60146	0.0	0.0
Aco000615	7.58139	4.3858	6.624619999999999
Aco000616	0.0848716	17.2212	17.1238
Aco000617	22.018	15.3552	14.1631
Aco000618	6.43506	4.0244	3.6725199999999996
Aco000619	94.0324	71.7434	69.0113
Aco000620	0.0	0.0	0.0
Aco000621	1.3721700000000001	30.4348	21.2097
Aco000622	13.6856	31.9132	30.8995
Aco000623	36.8275	12.9461	12.3826
Aco000624	70.1064	47.8603	42.4003
Aco000625	27.5419	15.3063	16.3464
Aco000626	36.9353	60.7482	83.9472
Aco000627	0.9988670000000001	0.934933	1.49021
Aco000628	20.7998	2.0838799999999997	3.02235
Aco000629	154.835	13.0667	14.6178
Aco000630	149.129	7.963019999999999	7.7678199999999995
Aco000631	15.0718	39.1054	38.6755
Aco000632	6.85332	8.70177	9.62993
Aco000633	5.19229	0.0	0.0
Aco000634	4.49469	5.3836900000000005	5.28089
Aco000635	7.20418	2.81718	2.51422
Aco000636	43.0434	47.6674	53.7617
Aco000637	559.656	366.44699999999995	355.064
Aco000638	56.0056	44.3466	47.0816
Aco000639	1.24668	2.5386	2.36298
Aco000640	37.501	43.0475	45.6027
Aco000642	0.409531	0.0	0.0
Aco000643	12.1574	9.35426	10.3586
Aco000644	55.6964	54.6553	53.4452
Aco000645	2.46198	13.0564	12.8243
Aco000646	12.1986	4.77107	5.536919999999999
Aco000647	92.5131	66.9577	68.3361
Aco000648	16.4305	8.2881	7.53108
Aco000649	0.45006999999999997	0.23747	0.337947
Aco000650	12.171	15.9992	17.0126
Aco000651	9.38076	11.2418	8.84337
Aco000652	4.4889	8.696019999999999	8.83685
Aco000653	19.7674	20.3142	19.6062
Aco000654	13.7163	16.6891	13.8912
Aco000655	41.9415	21.9364	21.1015
Aco000656	9.12766	3.0702599999999998	2.59069
Aco000657	37.9894	43.1963	44.5752
Aco000658	96.9686	812.118	722.62
Aco000659	1.19822	2.3662900000000002	2.85695
Aco000660	76.0214	67.9545	73.8684
Aco000661	5.503419999999999	1.71763	2.4458
Aco000662	222.733	266.687	214.697
Aco000663	14.4299	13.2533	13.3341
Aco000664	31.0944	35.2812	36.1621
